source_row_number,legajo_canonico,row_kind,raw_ubicacion,raw_concesion,raw_manzana,raw_parcela,source_component_profile,source_component_count,source_ncp_derived,source_ncp_derivation_status,match_method,match_count,confidence,reason,parcela_id,ncp,ncp_formatted,ncp_format_status,sec,gru,nmanz,nparc,lon,lat,auto_lon,auto_lat,geolocation_source,admin_override_reason,admin_override_updated_at,postal_address_available,cadastral_reference_available,dual_verification_ready,address_query,address_geocode_status,address_match_name,address_lon,address_lat,address_vs_auto_cadastral_distance_m,address_vs_cadastral_distance_m,auto_location_verification_status,location_verification_status
100,91,detail,25 de Mayo Nº 22,,130,20,manz+parc,2,0100010000000130--020--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,31998,0100010000000130--020--,0100010000000130--020--,matches_source_ncp,0,0,130,20,-58.14014721,-32.22298166,-58.14014721,-32.22298166,automatic,,,yes,yes,yes,"25 de Mayo 22, Colón",matched_ign,"25 DE MAYO 22, Colón, Entre Ríos",-58.14026605,-32.22310616,17.79,17.79,verified_close,verified_close
101,92,detail,Chacabuco Nº 170,,182,19,manz+parc,2,0100010000000182--019--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,30883,0100010000000182--019--,0100010000000182--019--,matches_source_ncp,0,0,182,19,-58.13932087,-32.21739972,-58.13932087,-32.21739972,automatic,,,yes,yes,yes,"Chacabuco 170, Colón",matched_ign,"CHACABUCO 170, Colón, Entre Ríos",-58.13941321,-32.21722496,21.29,21.29,verified_close,verified_close
103,94,detail,Avda. Pte. Perón N° 316,,71,,manz,1,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Avenida Presidente Perón 316, Colón",matched_ign,"AV PRES PERON 316, Colón, Entre Ríos",-58.14733791,-32.22008953,,,missing_cadastral_point,missing_cadastral_point
104,95,detail,Calle Pública s/Nº,271,,20,gru+parc,2,,ambiguous_source_components,gru_parc,2,low,ambiguous_match_by_gru_parc,37344,0100010112710001--020--,0100010112710001--020--,matches_source_ncp,11,271,1,20,-58.18189091,-32.22819122,-58.18189091,-32.22819122,automatic,,,yes,yes,no,"Calle Pública º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
105,96,detail,Calle Paraná esq Colón s/Nº,,21,4,manz+parc,2,,ambiguous_source_components,manz_parc,3,low,ambiguous_match_by_manz_parc,27721,0100010000000021--004--,0100010000000021--004--,matches_source_ncp,0,0,21,4,-58.14627119,-32.22676565,-58.14627119,-32.22676565,automatic,,,yes,yes,no,"Calle Paraná esq Colón º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
106,97,detail,Calle ARA San Juan s/Nº,206,,11,gru+parc,2,0100010102060000--011--,derived_from_source_gru_parc,gru_parc,1,medium,unique_match_by_gru_parc,35330,0100010102060000--011--,0100010102060000--011--,matches_source_ncp,10,206,0,11,-58.19623672,-32.23477753,-58.19623672,-32.23477753,automatic,,,yes,yes,no,"Calle ARA San Juan º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
107,98,detail,Maipú Nº 479,,711,9,manz+parc,2,0100010000000711--009--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,31399,0100010000000711--009--,0100010000000711--009--,matches_source_ncp,0,0,711,9,-58.14636006,-32.21509638,-58.14636006,-32.21509638,automatic,,,yes,yes,yes,"Maipú 479, Colón",matched_ign,"MAIPU 479, Colón, Entre Ríos",-58.14657653,-32.21531950,32.10,32.10,verified_close,verified_close
108,99,detail,Castelli Nº 555,91,554,13,gru+manz+parc,3,0100011020910554--013--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,33116,0100011020910554--013--,0100011020910554--013--,matches_source_ncp,102,91,554,13,-58.13746625,-32.23409191,-58.13746625,-32.23409191,automatic,,,yes,yes,yes,"Castelli 555, Colón",matched_ign,"JUAN JOSE CASTELLI 555, Colón, Entre Ríos",-58.13745363,-32.23387329,24.34,24.34,verified_close,verified_close
109,100,detail,María Isabel Fernández Nº 90,,295,6,manz+parc,2,0100010000000295--006--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,25320,0100010000000295--006--,0100010000000295--006--,matches_source_ncp,0,0,295,6,-58.15440267,-32.23440447,-58.15440267,-32.23440447,automatic,,,yes,yes,no,"María Isabel Fernández 90, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
110,101,detail,"Alberdi Nº 1218, 1224",,322,17,manz+parc,2,0100010000000322--017--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,37239,0100010000000322--017--,0100010000000322--017--,matches_source_ncp,0,0,322,17,-58.15754483,-32.22939413,-58.15754483,-32.22939413,automatic,,,yes,yes,yes,"Alberdi 1218, Colón",matched_ign,"ALBERDI 1218, Colón, Entre Ríos",-58.15759616,-32.22902424,41.41,41.41,verified_close,verified_close
111,102,detail,Calle Pública s/Nº,341,3,3,gru+manz+parc,3,0100010063410003--003--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,37701,0100010063410003--003--,0100010063410003--003--,matches_source_ncp,6,341,3,3,-58.16085972,-32.21670904,-58.16085972,-32.21670904,automatic,,,yes,yes,no,"Calle Pública º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
112,103,detail,Alberdi Nº 734,,40,13,manz+parc,2,0100010000000040--013--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,28870,0100010000000040--013--,0100010000000040--013--,matches_source_ncp,0,0,40,13,-58.14916696,-32.22316970,-58.14916696,-32.22316970,automatic,,,yes,yes,yes,"Alberdi 734, Colón",matched_ign,"ALBERDI 734, Colón, Entre Ríos",-58.14925377,-32.22304005,16.57,16.57,verified_close,verified_close
113,104,detail,Pte Illia Nº 124,,456,1,manz+parc,2,0100010000000456--001--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,27540,0100010000000456--001--,0100010000000456--001--,matches_source_ncp,0,0,456,1,-58.15165563,-32.22767818,-58.15165563,-32.22767818,automatic,,,yes,yes,yes,"Presidente Illia 124, Colón",matched_ign,"PRES ILLIA 124, Colón, Entre Ríos",-58.15119334,-32.22752049,46.89,46.89,verified_close,verified_close
114,105,detail,"Rocamora Nº 739, 741, 743",,544,12,manz+parc,2,0100010000000544--012--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,29607,0100010000000544--012--,0100010000000544--012--,matches_source_ncp,0,0,544,12,-58.15257261,-32.22130848,-58.15257261,-32.22130848,automatic,,,yes,yes,yes,"Rocamora 739, Colón",matched_ign,"TOMAS DE ROCAMORA 739, Colón, Entre Ríos",-58.15154116,-32.22089508,107.37,107.37,verified_nearby,verified_nearby
115,106,detail,"Laprida Nº 272, 276",,191,12,manz+parc,2,0100010000000191--012--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,28518,0100010000000191--012--,0100010000000191--012--,matches_source_ncp,0,0,191,12,-58.13343942,-32.22383922,-58.13343942,-32.22383922,automatic,,,yes,yes,yes,"Laprida 272, Colón",matched_ign,"LAPRIDA 272, Colón, Entre Ríos",-58.13362104,-32.22396302,21.94,21.94,verified_close,verified_close
116,107,detail,Calle Pùblica s/Nº,223,8,2,gru+manz+parc,3,0100010162230008--002--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,36079,0100010162230008--002--,0100010162230008--002--,matches_source_ncp,16,223,8,2,-58.18098112,-32.25666268,-58.18098112,-32.25666268,automatic,,,yes,yes,no,"Calle Pùblica º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
117,108,detail,Mitre Nº 1418,8,248,15,gru+manz+parc,3,0100011020080248--015--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,35653,0100011020080248--015--,0100011020080248--015--,matches_source_ncp,102,8,248,15,-58.15357403,-32.23911219,-58.15357403,-32.23911219,automatic,,,yes,yes,yes,"Mitre 1418, Colón",matched_ign,"GRL MITRE 1418, Colón, Entre Ríos",-58.15357350,-32.23900945,11.42,11.42,verified_close,verified_close
118,109,detail,25 DE Mayo Nº 50 esq. Avda Urquiza,,130,12,manz+parc,2,0100010000000130--012--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,28783,0100010000000130--012--,0100010000000130--012--,matches_source_ncp,0,0,130,12,-58.14003672,-32.22317194,-58.14003672,-32.22317194,automatic,,,yes,yes,yes,"DE Mayo 50, Colón",matched_ign,"25 DE MAYO 50, Colón, Entre Ríos",-58.13998576,-32.22339364,25.11,25.11,verified_close,verified_close
119,110,detail,Bolívar Nº 692,,48,13,manz+parc,2,0100010000000048--013--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,28306,0100010000000048--013--,0100010000000048--013--,matches_source_ncp,0,0,48,13,-58.14621805,-32.22477013,-58.14621805,-32.22477013,automatic,,,yes,yes,yes,"Bolívar 692, Colón",matched_ign,"BOLIVAR 692, Colón, Entre Ríos",-58.14642905,-32.22468114,22.18,22.18,verified_close,verified_close
121,112,detail,Avda. Gral Urquiza Nº 1090,,398,9,manz+parc,2,0100010000000398--009--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,25830,0100010000000398--009--,0100010000000398--009--,matches_source_ncp,0,0,398,9,-58.15112042,-32.23165765,-58.15112042,-32.23165765,automatic,,,yes,yes,yes,"General Urquiza 1090, Colón",matched_ign,"GRL URQUIZA 1090, Colón, Entre Ríos",-58.15132813,-32.23157461,21.61,21.61,verified_close,verified_close
122,113,detail,"Rio Iguazu Nº 503, 511, 513, Hernández Nº",,629,7,manz+parc,2,0100010000000629--007--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,32404,0100010000000629--007--,0100010000000629--007--,matches_source_ncp,0,0,629,7,-58.13640324,-32.23025711,-58.13640324,-32.23025711,automatic,,,yes,yes,yes,"Rio Iguazu 503, Colón",matched_ign,"GUARDACOSTA RIO IGUAZU 503, Colón, Entre Ríos",-58.13611826,-32.23026737,26.83,26.83,verified_close,verified_close
123,114,detail,Artigas Nº 200,,112,13,manz+parc,2,0100010000000112--013--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,27999,0100010000000112--013--,0100010000000112--013--,matches_source_ncp,0,0,112,13,-58.13889055,-32.22573225,-58.13889055,-32.22573225,automatic,,,yes,yes,yes,"Artigas 200, Colón",matched_ign,"JOSE G ARTIGAS 200, Colón, Entre Ríos",-58.13887767,-32.22598290,27.90,27.90,verified_close,verified_close
124,115,detail,Calle Algarrobo s/Nº,288,,4,gru+parc,2,0100010162880000--004--,derived_from_source_gru_parc,gru_parc,1,medium,unique_match_by_gru_parc,35012,0100010162880000--004--,0100010162880000--004--,matches_source_ncp,16,288,0,4,-58.16642668,-32.24268716,-58.16642668,-32.24268716,automatic,,,yes,yes,no,"Calle Algarrobo º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
125,116,detail,Calle Pública s/Nº,2,,123,gru+parc,2,0100010170020000--123--,derived_from_source_gru_parc,gru_parc,1,medium,unique_match_by_gru_parc,35623,0100010170020000--123--,0100010170020000--123--,matches_source_ncp,17,2,0,123,-58.13736744,-32.24782186,-58.13736744,-32.24782186,automatic,,,yes,yes,no,"Calle Pública º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
126,117,detail,Artigas Nº 90,,114,8,manz+parc,2,0100010000000114--008--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,28431,0100010000000114--008--,0100010000000114--008--,matches_source_ncp,0,0,114,8,-58.14036620,-32.22425236,-58.14036620,-32.22425236,automatic,,,yes,yes,yes,"Artigas 90, Colón",matched_ign,"JOSE G ARTIGAS 90, Colón, Entre Ríos",-58.14043077,-32.22445730,23.58,23.58,verified_close,verified_close
127,118,detail,San Martín Nº 1215,,319,5,manz+parc,2,0100010000000319--005--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,25833,0100010000000319--005--,0100010000000319--005--,matches_source_ncp,0,0,319,5,-58.15486189,-32.23169353,-58.15486189,-32.23169353,automatic,,,yes,yes,yes,"San Martín 1215, Colón",matched_ign,"AV SAN MARTIN 1215, Colón, Entre Ríos",-58.15468455,-32.23189002,27.49,27.49,verified_close,verified_close
128,119,detail,Bvard Gaillard s/Nº,,486,16,manz+parc,2,0100010000000486--016--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,32727,0100010000000486--016--,0100010000000486--016--,matches_source_ncp,0,0,486,16,-58.15371745,-32.22404772,-58.15371745,-32.22404772,automatic,,,yes,yes,no,"Boulevard Gaillard º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
129,120,detail,"J. Bernanrd Nº 214, 216",,747,12,manz+parc,2,0100010000000747--012--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,36914,0100010000000747--012--,0100010000000747--012--,matches_source_ncp,0,0,747,12,-58.13043799,-32.22759741,-58.13043799,-32.22759741,automatic,,,yes,yes,no,"J. Bernanrd 214, 216, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
130,121,detail,Moreno Nº 54,,215,1,manz+parc,2,0100010000000215--001--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,30055,0100010000000215--001--,0100010000000215--001--,matches_source_ncp,0,0,215,1,-58.13354187,-32.21987703,-58.13354187,-32.21987703,automatic,,,yes,yes,yes,"Moreno 54, Colón",matched_ign,"MARIANO MORENO 54, Colón, Entre Ríos",-58.13361632,-32.21970242,20.64,20.64,verified_close,verified_close
132,123,detail,9 de Julio Nº 182,,119,4,manz+parc,2,0100010000000119--004--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,29902,0100010000000119--004--,0100010000000119--004--,matches_source_ncp,0,0,119,4,-58.14326859,-32.22043365,-58.14326859,-32.22043365,automatic,,,yes,yes,yes,"9 de Julio 182, Colón",matched_ign,"9 DE JULIO 182, Colón, Entre Ríos",-58.14308977,-32.22026159,25.48,25.48,verified_close,verified_close
133,124,detail,Servidumbre de paso,,,158,parc,1,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Servidumbre de paso, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
134,125,detail,Presbitero Cot Nº 262,,302,19,manz+parc,2,0100010000000302--019--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,35737,0100010000000302--019--,0100010000000302--019--,matches_source_ncp,0,0,302,19,-58.15855862,-32.22928434,-58.15855862,-32.22928434,automatic,,,yes,yes,no,"Presbitero Cot 262, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
135,126,detail,Brown Nº 22,,225,10,manz+parc,2,0100010000000225--010--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,30495,0100010000000225--010--,0100010000000225--010--,matches_source_ncp,0,0,225,10,-58.13419006,-32.21868699,-58.13419006,-32.21868699,automatic,,,yes,yes,yes,"Brown 22, Colón",matched_ign,"ALMTE BROWN 22, Colón, Entre Ríos",-58.13434175,-32.21886226,24.15,24.15,verified_close,verified_close
136,126,detail_continuation,Brown Nº 38,,,9,parc,1,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Brown 38, Colón",matched_ign,"ALMTE BROWN 38, Colón, Entre Ríos",-58.13419000,-32.21902231,,,missing_cadastral_point,missing_cadastral_point
137,127,detail,Calle Pública s/Nº,111,8,3,gru+manz+parc,3,0100010151110008--003--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,35185,0100010151110008--003--,0100010151110008--003--,matches_source_ncp,15,111,8,3,-58.20569418,-32.26856603,-58.20569418,-32.26856603,automatic,,,yes,yes,no,"Calle Pública º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
138,128,detail,Noailles Nº 345,,141,11,manz+parc,2,0100010000000141--011--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,28574,0100010000000141--011--,0100010000000141--011--,matches_source_ncp,0,0,141,11,-58.13792042,-32.22376655,-58.13792042,-32.22376655,automatic,,,yes,yes,yes,"Noailles 345, Colón",matched_ign,"GRL NOAILLES 345, Colón, Entre Ríos",-58.13783215,-32.22398477,25.65,25.65,verified_close,verified_close
139,129,detail,Avda Urquiza Nº,,51,14,manz+parc,2,0100010000000051--014--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,27781,0100010000000051--014--,0100010000000051--014--,matches_source_ncp,0,0,51,14,-58.14398261,-32.22651417,-58.14398261,-32.22651417,automatic,,,yes,yes,no,"Avenida Urquiza, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
140,130,detail,"Bvard. Gaillard Nº 987, 989",62,461,19,gru+manz+parc,3,0100011010620461--019--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,34728,0100011010620461--019--,0100011010620461--019--,matches_source_ncp,101,62,461,19,-58.15524789,-32.22452134,-58.15524789,-32.22452134,automatic,,,yes,yes,yes,"Gaillard 987, Colón",matched_ign,"AMILCAR GAILLARD 987, Colón, Entre Ríos",-58.15560396,-32.22509934,72.47,72.47,verified_nearby,verified_nearby
141,131,detail,Gouchón Nº 18,,228,26,manz+parc,2,0100010000000228--026--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,31174,0100010000000228--026--,0100010000000228--026--,matches_source_ncp,0,0,228,26,-58.13607535,-32.21619516,-58.13607535,-32.21619516,automatic,,,yes,yes,yes,"Gouchón 18, Colón",matched_ign,"EMILIO GOUCHON 18, Colón, Entre Ríos",-58.13613359,-32.21597472,25.12,25.12,verified_close,verified_close
142,132,detail,Artigas N| 168,,112,18,manz+parc,2,0100010000000112--018--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,28129,0100010000000112--018--,0100010000000112--018--,matches_source_ncp,0,0,112,18,-58.13923903,-32.22528380,-58.13923903,-32.22528380,automatic,,,yes,yes,yes,"Artigas N 168, Colón",matched_ign,"JOSE G ARTIGAS 168, Colón, Entre Ríos",-58.13935306,-32.22551244,27.59,27.59,verified_close,verified_close
143,133,detail,Salta Nº 34,,36,21,manz+parc,2,0100010000000036--021--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,28043,0100010000000036--021--,0100010000000036--021--,matches_source_ncp,0,0,36,21,-58.14572654,-32.22585198,-58.14572654,-32.22585198,automatic,,,yes,yes,yes,"Salta 34, Colón",matched_ign,"SALTA 34, Colón, Entre Ríos",-58.14560149,-32.22572225,18.61,18.61,verified_close,verified_close
144,134,detail,Pasaje 29 de Octubre s/Nº,,229,1,manz+parc,2,0100010000000229--001--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,31440,0100010000000229--001--,0100010000000229--001--,matches_source_ncp,0,0,229,1,-58.13663868,-32.21549379,-58.13663868,-32.21549379,automatic,,,yes,yes,no,"Pasaje 29 de Octubre º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
145,135,detail,M. Moreno Nº 1174,,341,15,manz+parc,2,0100010000000341--015--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,37922,0100010000000341--015--,0100010000000341--015--,matches_source_ncp,0,0,341,15,-58.15219380,-32.23331248,-58.15219380,-32.23331248,automatic,,,yes,yes,no,"Mariano Moreno 1174, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
146,136,detail,Alberti s/Nº,331,,17,gru+parc,2,0100010063310000--017--,derived_from_source_gru_parc,gru_parc,1,medium,unique_match_by_gru_parc,34961,0100010063310000--017--,0100010063310000--017--,matches_source_ncp,6,331,0,17,-58.17189283,-32.21292585,-58.17189283,-32.21292585,automatic,,,yes,yes,no,"Alberti º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
147,137,detail,"Rocamora Nº 1187,  1191, 1193, 1195",34,352,13,gru+manz+parc,3,0100011010340352--013--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,35397,0100011010340352--013--,0100011010340352--013--,matches_source_ncp,101,34,352,13,-58.15948485,-32.22631500,-58.15948485,-32.22631500,automatic,,,yes,yes,no,"Rocamora 1187, 1191, 1193, 1195, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
148,138,detail,San Martín Nª 779,,20,9,manz+parc,2,,ambiguous_source_components,manz_parc,2,low,ambiguous_match_by_manz_parc,27920,0100010000000020--009--,0100010000000020--009--,matches_source_ncp,0,0,20,9,-58.14738392,-32.22629615,-58.14738392,-32.22629615,automatic,,,yes,yes,no,"San Martín 779, Colón",matched_ign,"AV SAN MARTIN 779, Colón, Entre Ríos",-58.14718764,-32.22647167,26.87,26.87,verified_close,verified_close
149,139,detail,Vergniaud Nº 22,,427,21,manz+parc,2,0100010000000427--021--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,37156,0100010000000427--021--,0100010000000427--021--,matches_source_ncp,0,0,427,21,-58.15078878,-32.22974272,-58.15078878,-32.22974272,automatic,,,yes,yes,no,"Vergniaud 22, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
150,140,detail,San Martín Nº,325,,5,gru+parc,2,,ambiguous_source_components,gru_parc,2,low,ambiguous_match_by_gru_parc,25259,0100010123250000--005--,0100010123250000--005--,matches_source_ncp,12,325,0,5,-58.15888498,-32.23545080,-58.15888498,-32.23545080,automatic,,,yes,yes,no,"San Martín, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
151,141,detail,Bolívar Nº 388 (antes 390),,128,19,manz+parc,2,0100010000000128--019--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,29527,0100010000000128--019--,0100010000000128--019--,matches_source_ncp,0,0,128,19,-58.14152507,-32.22140570,-58.14152507,-32.22140570,automatic,,,yes,yes,yes,"Bolívar 388, Colón",matched_ign,"BOLIVAR 388, Colón, Entre Ríos",-58.14173425,-32.22131342,22.19,22.19,verified_close,verified_close
152,142,detail,"Primera Junta Nº 296, 298",,44,13,manz+parc,2,0100010000000044--013--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,36744,0100010000000044--013--,0100010000000044--013--,matches_source_ncp,0,0,44,13,-58.14852210,-32.22148700,-58.14852210,-32.22148700,automatic,,,yes,yes,yes,"Primera Junta 296, Colón",matched_ign,"PRIMERA JUNTA 296, Colón, Entre Ríos",-58.14849018,-32.22133727,16.92,16.92,verified_close,verified_close
153,143,detail,Ruta Provincial Nº 26,354,,83,gru+parc,2,0100010063540000--083--,derived_from_source_gru_parc,gru_parc,1,medium,unique_match_by_gru_parc,35635,0100010063540000--083--,0100010063540000--083--,matches_source_ncp,6,354,0,83,-58.15695753,-32.21090735,-58.15695753,-32.21090735,automatic,,,yes,yes,no,"Ruta Provincial 26, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
155,145,detail,"Moreno Nº 468, 470, 474, 478 (antes 472)",,104,,manz,1,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Moreno 468, Colón",matched_ign,"MARIANO MORENO 468, Colón, Entre Ríos",-58.14062387,-32.22476752,,,missing_cadastral_point,missing_cadastral_point
156,146,detail,E. J. Vauthay Nº esq Isabel Ortega Nº,354,1,2,gru+manz+parc,3,0100010063540001--002--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,33693,0100010063540001--002--,0100010063540001--002--,matches_source_ncp,6,354,1,2,-58.15978455,-32.21306587,-58.15978455,-32.21306587,automatic,,,yes,yes,no,"E. J. Vauthay esq Isabel Ortega, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
157,147,detail,Angel Elías Nº esq El Mojón,111,16,6,gru+manz+parc,3,0100010151110016--006--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,37237,0100010151110016--006--,0100010151110016--006--,matches_source_ncp,15,111,16,6,-58.20466093,-32.27093232,-58.20466093,-32.27093232,automatic,,,yes,yes,no,"Angel Elías esq El Mojón, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
158,148,detail,Avda. Paysandú Nº esq Maipú Nº 449,,710,12,manz+parc,2,0100010000000710--012--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,31299,0100010000000710--012--,0100010000000710--012--,matches_source_ncp,0,0,710,12,-58.14580977,-32.21572560,-58.14580977,-32.21572560,automatic,,,yes,yes,yes,"Avenida Paysandú 449, Colón",matched_ign,"AV PAYSANDU 449, Colón, Entre Ríos",-58.14785337,-32.21696371,236.46,236.46,review_medium_gap,review_medium_gap
159,149,detail,Juan Carlos Pozzi s/Nº,111,1,4,gru+manz+parc,3,0100010151110001--004--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,35422,0100010151110001--004--,0100010151110001--004--,matches_source_ncp,15,111,1,4,-58.20973987,-32.26848886,-58.20973987,-32.26848886,automatic,,,yes,yes,no,"Juan Carlos Pozzi º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
160,150,detail,Juan Carlos Pozzi s/Nº,111,1,3,gru+manz+parc,3,0100010151110001--003--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,35421,0100010151110001--003--,0100010151110001--003--,matches_source_ncp,15,111,1,3,-58.20988717,-32.26814821,-58.20988717,-32.26814821,automatic,,,yes,yes,no,"Juan Carlos Pozzi º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
161,151,detail,Rufino Mir Nº,40,392,11,gru+manz+parc,3,0100011020400392--011--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,25203,0100011020400392--011--,0100011020400392--011--,matches_source_ncp,102,40,392,11,-58.14615816,-32.23580719,-58.14615816,-32.23580719,automatic,,,yes,yes,no,"Rufino Mir, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
162,152,detail,Lopez Jordan s/Nº,324,0,17,gru+manz+parc,3,0100010123240000--017--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,25088,0100010123240000--017--,0100010123240000--017--,matches_source_ncp,12,324,0,17,-58.15587025,-32.24198714,-58.15587025,-32.24198714,automatic,,,yes,yes,no,"Lopez Jordan º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
163,153,detail,Pte. Illía N° 318,,486,15,manz+parc,2,0100010000000486--015--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,32726,0100010000000486--015--,0100010000000486--015--,matches_source_ncp,0,0,486,15,-58.15384170,-32.22453151,-58.15384170,-32.22453151,automatic,,,yes,yes,yes,"Presidente Illía 318, Colón",matched_ign,"PRES ILLIA 318, Colón, Entre Ríos",-58.15393390,-32.22472536,23.23,23.23,verified_close,verified_close
164,154,detail,Gouchón Nª 279,,154,6,manz+parc,2,0100010000000154--006--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,30421,0100010000000154--006--,0100010000000154--006--,matches_source_ncp,0,0,154,6,-58.14081005,-32.21902724,-58.14081005,-32.21902724,automatic,,,yes,yes,yes,"Gouchón 279, Colón",matched_ign,"EMILIO GOUCHON 279, Colón, Entre Ríos",-58.14062572,-32.21922423,27.94,27.94,verified_close,verified_close
