source_row_number,legajo_canonico,row_kind,raw_ubicacion,raw_concesion,raw_manzana,raw_parcela,source_component_profile,source_component_count,source_ncp_derived,source_ncp_derivation_status,match_method,match_count,confidence,reason,parcela_id,ncp,ncp_formatted,ncp_format_status,sec,gru,nmanz,nparc,lon,lat,auto_lon,auto_lat,geolocation_source,admin_override_reason,admin_override_updated_at,postal_address_available,cadastral_reference_available,dual_verification_ready,address_query,address_geocode_status,address_match_name,address_lon,address_lat,address_vs_auto_cadastral_distance_m,address_vs_cadastral_distance_m,auto_location_verification_status,location_verification_status
165,154,detail_continuation,,,154,16,manz+parc,2,0100010000000154--016--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,30483,0100010000000154--016--,0100010000000154--016--,matches_source_ncp,0,0,154,16,-58.14097641,-32.21883721,-58.14097641,-32.21883721,automatic,,,no,yes,no,", Colón",missing_address,,,,,,missing_address_point,missing_address_point
166,155,detail,Maipú Nº 43,,144,20,manz+parc,2,0100010000000144--020--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,29421,0100010000000144--020--,0100010000000144--020--,matches_source_ncp,0,0,144,20,-58.14006935,-32.22160663,-58.14006935,-32.22160663,automatic,,,yes,yes,yes,"Maipú 43, Colón",matched_ign,"MAIPU 43, Colón, Entre Ríos",-58.14020601,-32.22166021,14.17,14.17,verified_close,verified_close
167,156,detail,Bvard Ferrari Nº 443 esq Calle Artigas,,109,9,manz+parc,2,0100010000000109--009--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,27213,0100010000000109--009--,0100010000000109--009--,matches_source_ncp,0,0,109,9,-58.13676019,-32.22787627,-58.13676019,-32.22787627,automatic,,,yes,yes,yes,"Boulevard Ferrari 443, Colón",matched_ign,"BV FERRARI 443, Colón, Entre Ríos",-58.13665615,-32.22803563,20.24,20.24,verified_close,verified_close
168,157,detail,Florentina Gómez Miranda Nº 253 esq Tucumán,27,312,6,gru+manz+parc,3,0100011020270312--006--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,37698,0100011020270312--006--,0100011020270312--006--,matches_source_ncp,102,27,312,6,-58.15071328,-32.23577091,-58.15071328,-32.23577091,automatic,,,yes,yes,no,"Florentina Gómez Miranda 253 esq Tucumán, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
169,158,detail,Calle Privada s/N° - Los Bretes,3,2,2,gru+manz+parc,3,0100010170030002--002--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,33188,0100010170030002--002--,0100010170030002--002--,matches_source_ncp,17,3,2,2,-58.13483185,-32.24398946,-58.13483185,-32.24398946,automatic,,,yes,yes,no,"Calle Privada °, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
170,159,detail,Díaz  Velez Nº,310,3,46,gru+manz+parc,3,0100010113100003--046--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,37616,0100010113100003--046--,0100010113100003--046--,matches_source_ncp,11,310,3,46,-58.16579621,-32.23140629,-58.16579621,-32.23140629,automatic,,,yes,yes,no,"Díaz Velez, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
171,160,detail,12 de Abril Nº 970,,453,4,manz+parc,2,0100010000000453--004--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,26501,0100010000000453--004--,0100010000000453--004--,matches_source_ncp,0,0,453,4,-58.14966061,-32.22969649,-58.14966061,-32.22969649,automatic,,,yes,yes,yes,"12 de Abril 970, Colón",matched_ign,"12 DE ABRIL 970, Colón, Entre Ríos",-58.14974722,-32.22957428,15.84,15.84,verified_close,verified_close
172,161,detail,Vieytes s/Nº,,576,6,manz+parc,2,0100010000000576--006--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,25918,0100010000000576--006--,0100010000000576--006--,matches_source_ncp,0,0,576,6,-58.13927935,-32.23094519,-58.13927935,-32.23094519,automatic,,,yes,yes,no,"Vieytes º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
173,162,detail,San Marín esq Celia Pellenc Nº 30,,480,1,manz+parc,2,0100010000000480--001--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,27215,0100010000000480--001--,0100010000000480--001--,matches_source_ncp,0,0,480,1,-58.14916317,-32.22821497,-58.14916317,-32.22821497,automatic,,,yes,yes,no,"San Marín esq Celia Pellenc 30, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
174,163,detail,Artigas Nº 553,111,644,1,gru+manz+parc,3,0100011021110644--001--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,25834,0100011021110644--001--,0100011021110644--001--,matches_source_ncp,102,111,644,1,-58.13390620,-32.23134280,-58.13390620,-32.23134280,automatic,,,yes,yes,yes,"Artigas 553, Colón",matched_ign,"JOSE G ARTIGAS 553, Colón, Entre Ríos",-58.13372627,-32.23114867,27.43,27.43,verified_close,verified_close
175,164,detail,Avda. Urquiza Nº,,370,7,manz+parc,2,0100010000000370--007--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,25727,0100010000000370--007--,0100010000000370--007--,matches_source_ncp,0,0,370,7,-58.15159951,-32.23200624,-58.15159951,-32.23200624,automatic,,,yes,yes,no,"Avenida Urquiza, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
176,165,detail,Alberdi s/Nº e/ Aguaribay y Salsipuedes,327,5,6,gru+manz+parc,3,0100010123270005--006--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,36975,0100010123270005--006--,0100010123270005--006--,matches_source_ncp,12,327,5,6,-58.16344096,-32.23115955,-58.16344096,-32.23115955,automatic,,,yes,yes,no,"Alberdi º e/ Aguaribay y Salsipuedes, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
177,166,detail,Castelli Nº 636,,228,26,manz+parc,2,0100010000000228--026--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,31174,0100010000000228--026--,0100010000000228--026--,matches_source_ncp,0,0,228,26,-58.13607535,-32.21619516,-58.13607535,-32.21619516,automatic,,,yes,yes,yes,"Castelli 636, Colón",matched_ign,"JUAN JOSE CASTELLI 636, Colón, Entre Ríos",-58.13626333,-32.23507258,2099.15,2099.15,review_large_gap,review_large_gap
178,167,detail,Juan Manuel de Rosas s/Nº,355,9,2,gru+manz+parc,3,0100010063550009--002--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,33080,0100010063550009--002--,0100010063550009--002--,matches_source_ncp,6,355,9,2,-58.16158197,-32.21043539,-58.16158197,-32.21043539,automatic,,,yes,yes,no,"Juan Manuel de Rosas º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
179,168,detail,Juan José Paso Nº 64,,214,8,manz+parc,2,0100010000000214--008--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,30064,0100010000000214--008--,0100010000000214--008--,matches_source_ncp,0,0,214,8,-58.13464142,-32.21979011,-58.13464142,-32.21979011,automatic,,,yes,yes,yes,"Juan José Paso 64, Colón",matched_ign,"JUAN JOSE PASO 64, Colón, Entre Ríos",-58.13476622,-32.21987248,14.89,14.89,verified_close,verified_close
181,170,detail,Gouchón Nº 253 esq. Sarmiento,,154,19,manz+parc,2,0100010000000154--019--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,36638,0100010000000154--019--,0100010000000154--019--,matches_source_ncp,0,0,154,19,-58.14038734,-32.21880208,-58.14038734,-32.21880208,automatic,,,yes,yes,yes,"Gouchón 253, Colón",matched_ign,"EMILIO GOUCHON 253, Colón, Entre Ríos",-58.14016135,-32.21889508,23.64,23.64,verified_close,verified_close
182,171,detail,Bvard Gonzalez Nº 169,,503,3,manz+parc,2,0100010000000503--003--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,26302,0100010000000503--003--,0100010000000503--003--,matches_source_ncp,0,0,503,3,-58.14585281,-32.23023608,-58.14585281,-32.23023608,automatic,,,yes,yes,yes,"Gonzalez 169, Colón",matched_ign,"GONZALEZ 169, Colón, Entre Ríos",-58.14572172,-32.23011641,18.14,18.14,verified_close,verified_close
183,172,detail,Jacarandaes s/Nº - Los Bretes,3,6,5,gru+manz+parc,3,0100010170030006--005--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,33216,0100010170030006--005--,0100010170030006--005--,matches_source_ncp,17,3,6,5,-58.13176441,-32.24470044,-58.13176441,-32.24470044,automatic,,,yes,yes,no,"Jacarandaes º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
184,173,detail,Prof. J. Conte Grand Nº 527,49,410,14,gru+manz+parc,3,0100011010490410--014--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,35355,0100011010490410--014--,0100011010490410--014--,matches_source_ncp,101,49,410,14,-58.15935877,-32.22336243,-58.15935877,-32.22336243,automatic,,,yes,yes,yes,"Grand 527, Colón",matched_ign,"J CONTE GRAND 527, Colón, Entre Ríos",-58.15957594,-32.22348590,24.61,24.61,verified_close,verified_close
185,174,detail,Camino Horne Nº 1167,50,,7,gru+parc,2,,ambiguous_source_components,gru_parc,2,low,ambiguous_match_by_gru_parc,35493,0100010030500000--007--,0100010030500000--007--,matches_source_ncp,3,50,0,7,-58.23520984,-32.24419165,-58.23520984,-32.24419165,automatic,,,yes,yes,no,"Camino Horne 1167, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
186,175,detail,Avda. Pte. Perón Nº 252 esq Alberdi,,72,8,manz+parc,2,0100010000000072--008--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,29710,0100010000000072--008--,0100010000000072--008--,matches_source_ncp,0,0,72,8,-58.14672163,-32.22098985,-58.14672163,-32.22098985,automatic,,,yes,yes,yes,"Avenida Presidente Perón 252, Colón",matched_ign,"AV PRES PERON 252, Colón, Entre Ríos",-58.14642987,-32.22099996,27.47,27.47,verified_close,verified_close
187,176,detail,"M. Moreno N° 164, 166",,188,18,manz+parc,2,0100010000000188--018--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,29571,0100010000000188--018--,0100010000000188--018--,matches_source_ncp,0,0,188,18,-58.13536922,-32.22118953,-58.13536922,-32.22118953,automatic,,,yes,yes,yes,"Mariano Moreno 164, Colón",matched_ign,"MARIANO MORENO 164, Colón, Entre Ríos",-58.13546019,-32.22103252,19.44,19.44,verified_close,verified_close
188,177,detail,Alejo Peyret Nº 210,,209,3,manz+parc,2,0100010000000209--003--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,31276,0100010000000209--003--,0100010000000209--003--,matches_source_ncp,0,0,209,3,-58.13778014,-32.21569897,-58.13778014,-32.21569897,automatic,,,yes,yes,yes,"Alejo Peyret 210, Colón",matched_ign,"ALEJO PEYRET 210, Colón, Entre Ríos",-58.13751429,-32.21562138,26.46,26.46,verified_close,verified_close
189,178,detail,Gral. Paz Nº 130,,90,3,manz+parc,2,0100010000000090--003--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,29158,0100010000000090--003--,0100010000000090--003--,matches_source_ncp,0,0,90,3,-58.14425287,-32.22236452,-58.14425287,-32.22236452,automatic,,,yes,yes,no,"General Paz 130, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
190,179,detail,Molle Nº,310,2,40,gru+manz+parc,3,0100010113100002--040--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,38022,0100010113100002--040--,0100010113100002--040--,matches_source_ncp,11,310,2,40,-58.16831903,-32.22877065,-58.16831903,-32.22877065,automatic,,,yes,yes,no,"Molle, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
191,180,detail,Calle Privada s/Nº - Los Bretes,3,6,12,gru+manz+parc,3,0100010170030006--012--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,37394,0100010170030006--012--,0100010170030006--012--,matches_source_ncp,17,3,6,12,-58.13217729,-32.24486505,-58.13217729,-32.24486505,automatic,,,yes,yes,no,"Calle Privada º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
192,182,detail,Avda Paysandú Nº esq Salta Nº 455,,579,25,manz+parc,2,0100010000000579--025--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,30310,0100010000000579--025--,0100010000000579--025--,matches_source_ncp,0,0,579,25,-58.15159737,-32.21942351,-58.15159737,-32.21942351,automatic,,,yes,yes,yes,"Avenida Paysandú 455, Colón",matched_ign,"AV PAYSANDU 455, Colón, Entre Ríos",-58.14790083,-32.21699859,440.04,440.04,review_large_gap,review_large_gap
193,181,detail,Alberdi Nº 902 esq Celia Pellenc nº 242,,484,25,manz+parc,2,0100010000000484--025--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,34263,0100010000000484--025--,0100010000000484--025--,matches_source_ncp,0,0,484,25,-58.15214254,-32.22527775,-58.15214254,-32.22527775,automatic,,,yes,yes,yes,"Alberdi 902, Colón",matched_ign,"ALBERDI 902, Colón, Entre Ríos",-58.15213504,-32.22509041,20.84,20.84,verified_close,verified_close
194,183,detail,Jacarandaes s/Nº - Los Bretes,3,4,21,gru+manz+parc,3,0100010170030004--021--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,34822,0100010170030004--021--,0100010170030004--021--,matches_source_ncp,17,3,4,21,-58.13196779,-32.24420716,-58.13196779,-32.24420716,automatic,,,yes,yes,no,"Jacarandaes º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
195,184,detail,"12 de Abril Nº 846, 850 esq Bvard Gonzalez",,7,12,manz+parc,2,,ambiguous_source_components,manz_parc,3,low,ambiguous_match_by_manz_parc,27204,0100010000000007--012--,0100010000000007--012--,matches_source_ncp,0,0,7,12,-58.14742280,-32.22802379,-58.14742280,-32.22802379,automatic,,,yes,yes,no,"12 de Abril 846, Colón",matched_ign,"12 DE ABRIL 846, Colón, Entre Ríos",-58.14750917,-32.22798419,9.24,9.24,verified_close,verified_close
196,185,detail,Pte.Perón Nº 527,,634,11,manz+parc,2,0100010000000634--011--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,31085,0100010000000634--011--,0100010000000634--011--,matches_source_ncp,0,0,634,11,-58.15024661,-32.21666716,-58.15024661,-32.21666716,automatic,,,yes,yes,yes,"Presidente Perón 527, Colón",matched_ign,"AV PRES PERON 527, Colón, Entre Ríos",-58.15051213,-32.21693099,38.53,38.53,verified_close,verified_close
197,186,detail,Jorge Duce Nº 79,,319,12,manz+parc,2,0100010000000319--012--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,25823,0100010000000319--012--,0100010000000319--012--,matches_source_ncp,0,0,319,12,-58.15553770,-32.23173710,-58.15553770,-32.23173710,automatic,,,yes,yes,no,"Jorge Duce 79, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
199,188,detail,25 de Mayo Nº 545,,664,4,manz+parc,2,0100010000000664--004--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,26165,0100010000000664--004--,0100010000000664--004--,matches_source_ncp,0,0,664,4,-58.13325470,-32.23043249,-58.13325470,-32.23043249,automatic,,,yes,yes,yes,"25 de Mayo 545, Colón",matched_ign,"25 DE MAYO 545, Colón, Entre Ríos",-58.13298170,-32.23043988,25.69,25.69,verified_close,verified_close
200,189,detail,Avda. Urquiza Nº 1090,,398,9,manz+parc,2,0100010000000398--009--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,25830,0100010000000398--009--,0100010000000398--009--,matches_source_ncp,0,0,398,9,-58.15112042,-32.23165765,-58.15112042,-32.23165765,automatic,,,yes,yes,yes,"Urquiza 1090, Colón",matched_ign,"GRL URQUIZA 1090, Colón, Entre Ríos",-58.15132813,-32.23157461,21.61,21.61,verified_close,verified_close
201,190,detail,Avda. Paysandú Nº 1123,49,381,6,gru+manz+parc,3,0100011010490381--006--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,32771,0100011010490381--006--,0100011010490381--006--,matches_source_ncp,101,49,381,6,-58.15900335,-32.22468479,-58.15900335,-32.22468479,automatic,,,yes,yes,yes,"Avenida Paysandú 1123, Colón",matched_ign,"AV PAYSANDU 1123, Colón, Entre Ríos",-58.15888350,-32.22488585,25.04,25.04,verified_close,verified_close
202,191,detail,Creppy Nº,,18,5,manz+parc,2,,ambiguous_source_components,manz_parc,4,low,ambiguous_match_by_manz_parc,28390,0100010000000018--005--,0100010000000018--005--,matches_source_ncp,0,0,18,5,-58.14853944,-32.22449979,-58.14853944,-32.22449979,automatic,,,yes,yes,no,"Creppy, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
203,192,detail,José Artalaz s/Nº - Servidumbre de Paso,312,,11,gru+parc,2,0100010053120000--011--,derived_from_source_gru_parc,gru_parc,1,medium,unique_match_by_gru_parc,36109,0100010053120000--011--,0100010053120000--011--,matches_source_ncp,5,312,0,11,-58.17261574,-32.21932270,-58.17261574,-32.21932270,automatic,,,yes,yes,no,"José Artalaz º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
204,193,detail,Faustino Dominchin s/Nº,327,11,9,gru+manz+parc,3,0100010123270011--009--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,36224,0100010123270011--009--,0100010123270011--009--,matches_source_ncp,12,327,11,9,-58.16179063,-32.22739336,-58.16179063,-32.22739336,automatic,,,yes,yes,no,"Faustino Dominchin º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
205,194,detail,Maipú Nº 645,,714,22,manz+parc,2,0100010000000714--022--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,37082,0100010000000714--022--,0100010000000714--022--,matches_source_ncp,0,0,714,22,-58.14883038,-32.21277532,-58.14883038,-32.21277532,automatic,,,yes,yes,yes,"Maipú 645, Colón",matched_ign,"MAIPU 645, Colón, Entre Ríos",-58.14902613,-32.21286553,20.97,20.97,verified_close,verified_close
206,195,detail,Isabel Ortega Nº,354,4,5,gru+manz+parc,3,0100010063540004--005--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,35706,0100010063540004--005--,0100010063540004--005--,matches_source_ncp,6,354,4,5,-58.16020264,-32.21261293,-58.16020264,-32.21261293,automatic,,,yes,yes,no,"Isabel Ortega, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
207,196,detail,Chacabuco Nº 838,,11,15,manz+parc,2,,ambiguous_source_components,manz_parc,3,low,ambiguous_match_by_manz_parc,28250,0100010000000011--015--,0100010000000011--015--,matches_source_ncp,0,0,11,15,-58.15001549,-32.22511172,-58.15001549,-32.22511172,automatic,,,yes,yes,no,"Chacabuco 838, Colón",matched_ign,"CHACABUCO 838, Colón, Entre Ríos",-58.15026599,-32.22500352,26.46,26.46,verified_close,verified_close
208,197,detail,San Martín Nº 276,,157,25,manz+parc,2,0100010000000157--025--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,29766,0100010000000157--025--,0100010000000157--025--,matches_source_ncp,0,0,157,25,-58.13882662,-32.22079392,-58.13882662,-32.22079392,automatic,,,yes,yes,yes,"San Martín 276, Colón",matched_ign,"AV SAN MARTIN 276, Colón, Entre Ríos",-58.13906415,-32.22068754,25.28,25.28,verified_close,verified_close
209,198,detail,Juan Manuel de Rosas s/Nº,331,,19,gru+parc,2,0100010063310000--019--,derived_from_source_gru_parc,gru_parc,1,medium,unique_match_by_gru_parc,35757,0100010063310000--019--,0100010063310000--019--,matches_source_ncp,6,331,0,19,-58.17128373,-32.21339943,-58.17128373,-32.21339943,automatic,,,yes,yes,no,"Juan Manuel de Rosas º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
210,199,detail,Mitre Nº 1419,8,249,16,gru+manz+parc,3,0100011020080249--016--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,35788,0100011020080249--016--,0100011020080249--016--,matches_source_ncp,102,8,249,16,-58.15403313,-32.23879922,-58.15403313,-32.23879922,automatic,,,yes,yes,yes,"Mitre 1419, Colón",matched_ign,"GRL MITRE 1419, Colón, Entre Ríos",-58.15359157,-32.23902267,48.40,48.40,verified_close,verified_close
211,200,detail,Calle Agua-Í s/Nº,367,1,13,gru+manz+parc,3,0100010063670001--013--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,37254,0100010063670001--013--,0100010063670001--013--,matches_source_ncp,6,367,1,13,-58.15718023,-32.20507037,-58.15718023,-32.20507037,automatic,,,yes,yes,no,"Calle Agua-Í º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
212,201,detail,12 de Abril Nº 607,,64,9,manz+parc,2,0100010000000064--009--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,28199,0100010000000064--009--,0100010000000064--009--,matches_source_ncp,0,0,64,9,-58.14391778,-32.22511192,-58.14391778,-32.22511192,automatic,,,yes,yes,yes,"12 de Abril 607, Colón",matched_ign,"12 DE ABRIL 607, Colón, Entre Ríos",-58.14353360,-32.22508501,36.26,36.26,verified_close,verified_close
213,202,detail,Cabo Pereyra s/Nº,,282,21,manz+parc,2,0100010000000282--021--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,36452,0100010000000282--021--,0100010000000282--021--,matches_source_ncp,0,0,282,21,-58.15847534,-32.23147430,-58.15847534,-32.23147430,automatic,,,yes,yes,no,"Cabo Pereyra º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
214,203,detail,Mitre Nº 776,,28,14,manz+parc,2,0100010000000028--014--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,25955,0100010000000028--014--,0100010000000028--014--,matches_source_ncp,0,0,28,14,-58.14232981,-32.23121925,-58.14232981,-32.23121925,automatic,,,yes,yes,yes,"Mitre 776, Colón",matched_ign,"GRL MITRE 776, Colón, Entre Ríos",-58.14251078,-32.23104606,25.70,25.70,verified_close,verified_close
217,204,detail,Salsipuedes Nº,327,7,4,gru+manz+parc,3,0100010123270007--004--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,37903,0100010123270007--004--,0100010123270007--004--,matches_source_ncp,12,327,7,4,-58.16463041,-32.23056460,-58.16463041,-32.23056460,automatic,,,yes,yes,no,"Salsipuedes, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
218,205,detail,Batalla de Cepeda Nº 283,,736,24,manz+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Batalla de Cepeda 283, Colón",matched_ign,"BATALLA DE CEPEDA 283, Colón, Entre Ríos",-58.14795392,-32.21200496,,,missing_cadastral_point,missing_cadastral_point
219,206,detail,Avda. Paysandú Nº 880,,515,22,manz+parc,2,0100010000000515--022--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,32653,0100010000000515--022--,0100010000000515--022--,matches_source_ncp,0,0,515,22,-58.15457276,-32.22199791,-58.15457276,-32.22199791,automatic,,,yes,yes,yes,"Avenida Paysandú 880, Colón",matched_ign,"AV PAYSANDU 880, Colón, Entre Ríos",-58.15469268,-32.22188358,17.00,17.00,verified_close,verified_close
220,207,detail,Leguizamón Nº 629 / 635,81,537,16,gru+manz+parc,3,0100011020810537--016--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,36760,0100011020810537--016--,0100011020810537--016--,matches_source_ncp,102,81,537,16,-58.13747855,-32.23573766,-58.13747855,-32.23573766,automatic,,,yes,yes,yes,"Leguizamón / 629, Colón",matched_ign,"MARTINIANO LEGUIZAMON 629, Colón, Entre Ríos",-58.13721949,-32.23557870,30.10,30.10,verified_close,verified_close
221,208,detail,Piamonte Nº 554 s/N° esq. Combatientes de Malvinas,36,355,6,gru+manz+parc,3,0100011010360355--006--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,32931,0100011010360355--006--,0100011010360355--006--,matches_source_ncp,101,36,355,6,-58.16124962,-32.22376611,-58.16124962,-32.22376611,automatic,,,yes,yes,yes,"Piamonte ° 554, Colón",matched_ign,"PIAMONTE 554, Colón, Entre Ríos",-58.16084972,-32.22372552,37.89,37.89,verified_close,verified_close
222,209,detail,Mitre Nº 440,,109,15,manz+parc,2,0100010000000109--015--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,27473,0100010000000109--015--,0100010000000109--015--,matches_source_ncp,0,0,109,15,-58.13709855,-32.22734695,-58.13709855,-32.22734695,automatic,,,yes,yes,yes,"Mitre 440, Colón",matched_ign,"GRL MITRE 440, Colón, Entre Ríos",-58.13731419,-32.22730012,20.94,20.94,verified_close,verified_close
223,210,detail,Calle Los Gorriones s/Nº,271,2,11,gru+manz+parc,3,0100010112710002--011--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,37355,0100010112710002--011--,0100010112710002--011--,matches_source_ncp,11,271,2,11,-58.18116471,-32.22825408,-58.18116471,-32.22825408,automatic,,,yes,yes,no,"Calle Los Gorriones º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
224,211,detail,Isabel Ortega Nº,354,4,9,gru+manz+parc,3,0100010063540004--009--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,37120,0100010063540004--009--,0100010063540004--009--,matches_source_ncp,6,354,4,9,-58.16038875,-32.21267180,-58.16038875,-32.21267180,automatic,,,yes,yes,no,"Isabel Ortega, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
225,212,detail,Karai Yamandú Nº,327,12,1,gru+manz+parc,3,0100010123270012--001--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,35101,0100010123270012--001--,0100010123270012--001--,matches_source_ncp,12,327,12,1,-58.16505842,-32.22767903,-58.16505842,-32.22767903,automatic,,,yes,yes,no,"Karai Yamandú, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
226,213,detail,Alejo Peyret Nº 80,0,212,3,gru+manz+parc,3,0100010000000212--003--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,30826,0100010000000212--003--,0100010000000212--003--,matches_source_ncp,0,0,212,3,-58.13594186,-32.21750503,-58.13594186,-32.21750503,automatic,,,yes,yes,yes,"Alejo Peyret 80, Colón",matched_ign,"ALEJO PEYRET 80, Colón, Entre Ríos",-58.13567086,-32.21747203,25.76,25.76,verified_close,verified_close
227,214,detail,Bolivar Nº 869,,509,15,manz+parc,2,0100010000000509--015--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,33381,0100010000000509--015--,0100010000000509--015--,matches_source_ncp,0,0,509,15,-58.14963099,-32.22669445,-58.14963099,-32.22669445,automatic,,,yes,yes,yes,"Bolivar 869, Colón",matched_ign,"BOLIVAR 869, Colón, Entre Ríos",-58.14945505,-32.22686177,24.90,24.90,verified_close,verified_close
