source_row_number,legajo_canonico,row_kind,raw_ubicacion,raw_concesion,raw_manzana,raw_parcela,source_component_profile,source_component_count,source_ncp_derived,source_ncp_derivation_status,match_method,match_count,confidence,reason,parcela_id,ncp,ncp_formatted,ncp_format_status,sec,gru,nmanz,nparc,lon,lat,auto_lon,auto_lat,geolocation_source,admin_override_reason,admin_override_updated_at,postal_address_available,cadastral_reference_available,dual_verification_ready,address_query,address_geocode_status,address_match_name,address_lon,address_lat,address_vs_auto_cadastral_distance_m,address_vs_cadastral_distance_m,auto_location_verification_status,location_verification_status
191,181,detail,Calle Pública s/N°,2,,153,gru+parc,2,0100010170020000--153--,derived_from_source_gru_parc,gru_parc,1,medium,unique_match_by_gru_parc,37180,0100010170020000--153--,0100010170020000--153--,matches_source_ncp,17,2,0,153,-58.13975798,-32.24779011,-58.13975798,-32.24779011,automatic,,,yes,yes,no,"Calle Pública °, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
192,185,detail,Calle Privada s/Nº - Los Bretes,3,2,12,gru+manz+parc,3,0100010170030002--012--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,35781,0100010170030002--012--,0100010170030002--012--,matches_source_ncp,17,3,2,12,-58.13317564,-32.24366044,-58.13317564,-32.24366044,automatic,,,yes,yes,no,"Calle Privada º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
193,189,detail,Las Piedras n° 265,27,338,18,gru+manz+parc,3,0100011020270338--018--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,37207,0100011020270338--018--,0100011020270338--018--,matches_source_ncp,102,27,338,18,-58.14971686,-32.23530657,-58.14971686,-32.23530657,automatic,,,yes,yes,yes,"Las Piedras 265, Colón",matched_ign,"LAS PIEDRAS SUR 265, Colón, Entre Ríos",-58.14946782,-32.23518113,27.26,27.26,verified_close,verified_close
194,191,detail,Juan Manuel de Rosas s/N°  esq. Juan Larrea,330,,21,gru+parc,2,0100010063300000--021--,derived_from_source_gru_parc,gru_parc,1,medium,unique_match_by_gru_parc,34707,0100010063300000--021--,0100010063300000--021--,matches_source_ncp,6,330,0,21,-58.16869556,-32.21355136,-58.16869556,-32.21355136,automatic,,,yes,yes,no,"Juan Manuel de Rosas ° esq. Juan Larrea, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
195,184,detail,Los Lapachos s/N° - Los Bretes,3,3,8,gru+manz+parc,3,0100010170030003--008--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,33197,0100010170030003--008--,0100010170030003--008--,matches_source_ncp,17,3,3,8,-58.13144916,-32.24305384,-58.13144916,-32.24305384,automatic,,,yes,yes,no,"Los Lapachos °, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
196,199,detail,Bolívar N° 163,,183,5,manz+parc,2,0100010000000183--005--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,30615,0100010000000183--005--,0100010000000183--005--,matches_source_ncp,0,0,183,5,-58.13812408,-32.21841991,-58.13812408,-32.21841991,automatic,,,yes,yes,yes,"Bolívar 163, Colón",matched_ign,"BOLIVAR 163, Colón, Entre Ríos",-58.13788615,-32.21856292,27.46,27.46,verified_close,verified_close
197,182,detail,Díaz Velez N°,327,6,5,gru+manz+parc,3,0100010123270006--005--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,37189,0100010123270006--005--,0100010123270006--005--,matches_source_ncp,12,327,6,5,-58.16491368,-32.23167820,-58.16491368,-32.23167820,automatic,,,yes,yes,no,"Díaz Velez, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
198,198,detail,Salta N° 88,,37,19,manz+parc,2,0100010000000037--019--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,36273,0100010000000037--019--,0100010000000037--019--,matches_source_ncp,0,0,37,19,-58.14650125,-32.22504999,-58.14650125,-32.22504999,automatic,,,yes,yes,yes,"Salta 88, Colón",matched_ign,"SALTA 88, Colón, Entre Ríos",-58.14638984,-32.22493639,16.41,16.41,verified_close,verified_close
199,201,detail,Ruta Nac. N° 135,204,,10,gru+parc,2,0100010102040000--010--,derived_from_source_gru_parc,gru_parc,1,medium,unique_match_by_gru_parc,36105,0100010102040000--010--,0100010102040000--010--,matches_source_ncp,10,204,0,10,-58.19205274,-32.24438124,-58.19205274,-32.24438124,automatic,,,yes,yes,no,"Ruta Nac. 135, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
200,200,detail,Balcarce N° 392,,709,19,manz+parc,2,0100010000000709--019--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,33334,0100010000000709--019--,0100010000000709--019--,matches_source_ncp,0,0,709,19,-58.14450020,-32.21618276,-58.14450020,-32.21618276,automatic,,,yes,yes,yes,"Balcarce 392, Colón",matched_ign,"BALCARCE 392, Colón, Entre Ríos",-58.14446594,-32.21595730,25.28,25.28,verified_close,verified_close
201,186,detail,Avda. Paysandú N° 682,,578,3,manz+parc,2,0100010000000578--003--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,33373,0100010000000578--003--,0100010000000578--003--,matches_source_ncp,0,0,578,3,-58.15113066,-32.21957087,-58.15113066,-32.21957087,automatic,,,yes,yes,yes,"Avenida Paysandú 682, Colón",matched_ign,"AV PAYSANDU 682, Colón, Entre Ríos",-58.15130738,-32.21944941,21.42,21.42,verified_close,verified_close
202,188,detail,Calle Privada s/Nº - Los Bretes,3,3,10,gru+manz+parc,3,0100010170030003--010--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,33447,0100010170030003--010--,0100010170030003--010--,matches_source_ncp,17,3,3,10,-58.13034647,-32.24189849,-58.13034647,-32.24189849,automatic,,,yes,yes,no,"Calle Privada º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
203,190,detail,Alberdi N°,310,3,6,gru+manz+parc,3,0100010113100003--006--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,25669,0100010113100003--006--,0100010113100003--006--,matches_source_ncp,11,310,3,6,-58.16780756,-32.23271961,-58.16780756,-32.23271961,automatic,,,yes,yes,no,"Alberdi, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
204,193,detail,Calle Pùblica s/Nº,2,,95,gru+parc,2,0100010170020000--095--,derived_from_source_gru_parc,gru_parc,1,medium,unique_match_by_gru_parc,35177,0100010170020000--095--,0100010170020000--095--,matches_source_ncp,17,2,0,95,-58.13794229,-32.24759726,-58.13794229,-32.24759726,automatic,,,yes,yes,no,"Calle Pùblica º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
205,192,detail,Alvear Nº,,616,14,manz+parc,2,0100010000000616--014--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,32734,0100010000000616--014--,0100010000000616--014--,matches_source_ncp,0,0,616,14,-58.15075518,-32.21728417,-58.15075518,-32.21728417,automatic,,,yes,yes,no,"Alvear, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
206,195,detail,Calle Pública s/N°,310,3,27,gru+manz+parc,3,0100010113100003--027--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,34172,0100010113100003--027--,0100010113100003--027--,matches_source_ncp,11,310,3,27,-58.16658095,-32.23024236,-58.16658095,-32.23024236,automatic,,,yes,yes,no,"Calle Pública °, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
207,194,detail,Calle Hornero s/Nº,247,8,1,gru+manz+parc,3,0100010112470008--001--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,36489,0100010112470008--001--,0100010112470008--001--,matches_source_ncp,11,247,8,1,-58.18093064,-32.24683903,-58.18093064,-32.24683903,automatic,,,yes,yes,no,"Calle Hornero º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
208,196,detail,Calle Pública s/N°,201,,5,gru+parc,2,0100010152010000--005--,derived_from_source_gru_parc,gru_parc,1,medium,unique_match_by_gru_parc,36780,0100010152010000--005--,0100010152010000--005--,matches_source_ncp,15,201,0,5,-58.18606625,-32.25687942,-58.18606625,-32.25687942,automatic,,,yes,yes,no,"Calle Pública °, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
209,197,detail,Ibirapitá s/N°,310,3,30,gru+manz+parc,3,0100010113100003--030--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,34808,0100010113100003--030--,0100010113100003--030--,matches_source_ncp,11,310,3,30,-58.16747946,-32.23086021,-58.16747946,-32.23086021,automatic,,,yes,yes,no,"Ibirapitá °, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
210,216,detail,Avda. Gral. Urquiza N° 1186,,342,2,manz+parc,2,0100010000000342--002--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,32597,0100010000000342--002--,0100010000000342--002--,matches_source_ncp,0,0,342,2,-58.15269984,-32.23312734,-58.15269984,-32.23312734,automatic,,,yes,yes,yes,"General Urquiza 1186, Colón",matched_ign,"GRL URQUIZA 1186, Colón, Entre Ríos",-58.15294884,-32.23274708,48.34,48.34,verified_close,verified_close
211,203,detail,Echagüe s/N° esq Walser,103,7,7,gru+manz+parc,3,,ambiguous_source_components,manz_parc,4,low,ambiguous_match_by_manz_parc,27203,0100010000000007--007--,0100010000000007--007--,matches_source_ncp,0,0,7,7,-58.14697036,-32.22806822,-58.14697036,-32.22806822,automatic,,,yes,yes,no,"Echagüe ° esq Walser, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
212,205,detail,Calle Pública s/N°,181,3,5,gru+manz+parc,3,0100010151810003--005--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,35521,0100010151810003--005--,0100010151810003--005--,matches_source_ncp,15,181,3,5,-58.19481379,-32.25656789,-58.19481379,-32.25656789,automatic,,,yes,yes,no,"Calle Pública °, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
213,220,detail,Calle Pública s/Nº,310,3,45,gru+manz+parc,3,0100010113100003--045--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,36905,0100010113100003--045--,0100010113100003--045--,matches_source_ncp,11,310,3,45,-58.16796068,-32.23251379,-58.16796068,-32.23251379,automatic,,,yes,yes,no,"Calle Pública º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
214,202,detail,Calle Píblica s/N°,343,,3,gru+parc,2,0100010063430000--003--,derived_from_source_gru_parc,gru_parc,1,medium,unique_match_by_gru_parc,31930,0100010063430000--003--,0100010063430000--003--,matches_source_ncp,6,343,0,3,-58.16523153,-32.20993396,-58.16523153,-32.20993396,automatic,,,yes,yes,no,"Calle Píblica °, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
215,209,detail,Evita Nº 368,,683,19,manz+parc,2,0100010000000683--019--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,26208,0100010000000683--019--,0100010000000683--019--,matches_source_ncp,0,0,683,19,-58.13227169,-32.23024623,-58.13227169,-32.23024623,automatic,,,yes,yes,yes,"Evita 368, Colón",matched_ign,"EVITA 368, Colón, Entre Ríos",-58.13236294,-32.23010081,18.31,18.31,verified_close,verified_close
216,207,detail,Conte Grand N° 413,,408,6,manz+parc,2,0100011010480408--006--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,32766,0100011010480408--006--,0100011010480408--006--,matches_source_ncp,101,48,408,6,-58.15788128,-32.22487987,-58.15788128,-32.22487987,automatic,,,yes,yes,yes,"Conte Grand 413, Colón",matched_ign,"J CONTE GRAND 413, Colón, Entre Ríos",-58.15792419,-32.22513164,28.28,28.28,verified_close,verified_close
217,206,detail,"Bvard. Gaillard Nº 786, 788, 794 (antes 800), y Ramirez Nº 343",,15,17,manz+parc,2,,ambiguous_source_components,manz_parc,2,low,ambiguous_match_by_manz_parc,33377,0100010000000015--017--,0100010000000015--017--,matches_source_ncp,0,0,15,17,-58.15157710,-32.22238606,-58.15157710,-32.22238606,automatic,,,yes,yes,no,"Gaillard 786, Colón",matched_ign,"AMILCAR GAILLARD 786, Colón, Entre Ríos",-58.15168470,-32.22217640,25.42,25.42,verified_close,verified_close
218,215,detail,"M. Moreno Nº 712, 714",,33,22,manz+parc,2,0100010000000033--022--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,27432,0100010000000033--022--,0100010000000033--022--,matches_source_ncp,0,0,33,22,-58.14419783,-32.22752649,-58.14419783,-32.22752649,automatic,,,yes,yes,yes,"Mariano Moreno 712, Colón",matched_ign,"MARIANO MORENO 712, Colón, Entre Ríos",-58.14425864,-32.22738709,16.52,16.52,verified_close,verified_close
219,214,detail,Calle Privada s/Nº - Los Bretes,3,,1,gru+parc,2,,ambiguous_source_components,gru_parc,12,low,ambiguous_match_by_gru_parc,24577,0100010180030000--001--,0100010180030000--001--,matches_source_ncp,18,3,0,1,-58.21331902,-32.29053880,-58.21331902,-32.29053880,automatic,,,yes,yes,no,"Calle Privada º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
220,218,detail,Calle Pública s/Nº,268,1,9,gru+manz+parc,3,0100010112680001--009--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,35719,0100010112680001--009--,0100010112680001--009--,matches_source_ncp,11,268,1,9,-58.17485880,-32.24088998,-58.17485880,-32.24088998,automatic,,,yes,yes,no,"Calle Pública º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
221,225,detail,"Moreno Nº 753 esq Leguizamón N° 91, 97",,23,3,manz+parc,2,0100010000000023--003--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,27312,0100010000000023--003--,0100010000000023--003--,matches_source_ncp,0,0,23,3,-58.14518397,-32.22779971,-58.14518397,-32.22779971,automatic,,,yes,yes,yes,"Moreno 753, Colón",matched_ign,"MARIANO MORENO 753, Colón, Entre Ríos",-58.14496367,-32.22789209,23.13,23.13,verified_close,verified_close
222,221,detail,Calle Pública s/N°,331,3,3,gru+manz+parc,3,0100010063310003--003--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,34574,0100010063310003--003--,0100010063310003--003--,matches_source_ncp,6,331,3,3,-58.17034426,-32.21073453,-58.17034426,-32.21073453,automatic,,,yes,yes,no,"Calle Pública °, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
223,219,detail,Rocamora s/N°  875,,515,11,manz+parc,2,0100010000000515--011--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,32642,0100010000000515--011--,0100010000000515--011--,matches_source_ncp,0,0,515,11,-58.15409957,-32.22240547,-58.15409957,-32.22240547,automatic,,,yes,yes,yes,"Rocamora ° 875, Colón",matched_ign,"TOMAS DE ROCAMORA 875, Colón, Entre Ríos",-58.15392808,-32.22258157,25.37,25.37,verified_close,verified_close
224,204,detail,"Balcarce Nº 66, 74",,145,4,manz+parc,2,0100010000000145--004--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,33875,0100010000000145--004--,0100010000000145--004--,matches_source_ncp,0,0,145,4,-58.13992634,-32.22078901,-58.13992634,-32.22078901,automatic,,,yes,yes,yes,"Balcarce 66, Colón",matched_ign,"BALCARCE 66, Colón, Entre Ríos",-58.13970234,-32.22074389,21.66,21.66,verified_close,verified_close
225,210,detail,Vergniaud Nº 416,,435,19,manz+parc,2,0100011010620435--019--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,34469,0100011010620435--019--,0100011010620435--019--,matches_source_ncp,101,62,435,19,-58.15648444,-32.22401340,-58.15648444,-32.22401340,automatic,,,yes,yes,no,"Vergniaud 416, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
226,217,detail,Cabo Pereyra N° 621,36,356,10,gru+manz+parc,3,0100011010360356--010--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,32950,0100011010360356--010--,0100011010360356--010--,matches_source_ncp,101,36,356,10,-58.16240310,-32.22305284,-58.16240310,-32.22305284,automatic,,,yes,yes,yes,"Cabo Pereyra 621, Colón",matched_ign,"CABO 1RO C PEREYRA 621, Colón, Entre Ríos",-58.16249182,-32.22342255,41.95,41.95,verified_close,verified_close
227,223,detail,Calle Pública s/N°,331,,29,gru+parc,2,0100010063310000--029--,derived_from_source_gru_parc,gru_parc,1,medium,unique_match_by_gru_parc,37197,0100010063310000--029--,0100010063310000--029--,matches_source_ncp,6,331,0,29,-58.17170501,-32.21332881,-58.17170501,-32.21332881,automatic,,,yes,yes,no,"Calle Pública °, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
228,222,detail,A. Penòn Nº 427,34,352,12,gru+manz+parc,3,,ambiguous_source_components,gru_parc,2,low,ambiguous_match_by_gru_parc,34816,0100011010340326--012--,0100011010340326--012--,matches_source_ncp,101,34,326,12,-58.16043781,-32.22693416,-58.16043781,-32.22693416,automatic,,,yes,yes,no,"Penòn 427, Colón",matched_ign,"ARAUJO PENON 427, Colón, Entre Ríos",-58.15989886,-32.22617845,98.14,98.14,verified_nearby,verified_nearby
229,224,detail,Bvard Ferrari N° 477,,108,7,manz+parc,2,0100010000000108--007--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,27107,0100010000000108--007--,0100010000000108--007--,matches_source_ncp,0,0,108,7,-58.13740375,-32.22818909,-58.13740375,-32.22818909,automatic,,,yes,yes,yes,"Boulevard Ferrari 477, Colón",matched_ign,"BV FERRARI 477, Colón, Entre Ríos",-58.13721933,-32.22844006,32.86,32.86,verified_close,verified_close
